brand,category,ingredient,name,price,rating,reviews_number,unit
"
            By Royal Canin","Dog,Food","Crude Protein,26.0% min,Crude Fat,16.0% min,Crude Fiber,5.0% max,Moisture,10.0% max,Vitamin E,500 IU/kg min,Omega 6 Fatty Acids,3.19% min,Omega 3 Fatty Acids,0.56% min,Eicosapentaenoic Acid (EPA),0.18% min,Docosahexaenoic Acid (DHA),0.08% min,Taurine,0.17% min,Ascorbic Acid (Vitamin C),200 mg/kg min,Biotin,1.57 mg/kg min,Glucosamine,350 mg/kg min,Chondroitin Sulfate,25 mg/kg min,Lutein,5 mg/kg min,4.4 lbs,1/2,5/8,6.6 lbs,3/4,3/4,8.8 lbs,7/8,1","
        Royal Canin Yorkshire Terrier Adult Dry Dog Food","
                        $36.54",/assets/img/ratings/rating-4_7.png,119,10-lb bag
"
            By Purina Pro Plan","Dog,Food","Crude Protein,25.0% min,Crude Fat,8.0% min,Crude Fat,12.0% max,Crude Fiber,5.5% max,Moisture,12.0% max,Linoleic Acid,1.3% min,Calcium,0.9% min,Phosphorus,0.7% min,Selenium,0.3 mg/kg min,Vitamin A,15,000 IU/kg min,Vitamin E,460 IU/kg min,Ascorbic Acid (Vitamin C),70 mg/kg min,Glucosamine,400 ppm min","
        Purina Pro Plan Savor Adult Shredded Blend Weight Management Formula Dry Dog Food","
                        $41.98",/assets/img/ratings/rating-4_8.png,97,34-lb bag
"
            By ACANA","Dog,Food","Crude Protein,33.0% min,Crude Fat,17.0% min,Crude Fiber,6.0% max,Moisture,12.0% max,Calcium,1.8% min,Phosphorus,1.2% min,Omega 6 Fatty Acids,2.0% min,Omega 3 Fatty Acids,0.6% min,Docosahexaenoic Acid (DHA),0.1% min,Eicosapentaenoic Acid (EPA),0.1% min,Glucosamine,600 mg/kg min,Chondroitin Sulfate,800 mg/kg min,4 lbs,1/3,1/2,11 lbs,2/3,1,22 lbs,1,1 1/2,44 lbs,1 2/3,2 1/2,66 lbs,2 1/3,3 1/2,88 lbs,3,4 1/4,110 lbs,3 1/3,5,132 lbs,4,5 3/4","
        ACANA Grasslands Regional Formula Grain-Free Dry Dog Food","
                        $76.99",/assets/img/ratings/rating-4_7.png,221,25-lb bag
"
            By Wellness","Dog,Food","Crude Protein,34.0% min,Crude Fat,16.0% min,Crude Fiber,6.0% max,Moisture,10.0% max,Calcium,2.15% max,Phosphorus,1.45% max,Vitamin E,400 IU/kg,Omega-6 Fatty Acids*,4.0% min,Omega-3 Fatty Acids*,1.0% min,Glucosamine*,250 mg/kg min,Chondroitin Sulfate*,200 mg/kg min,Beta-Carotene*,5 mg/kg min,Total Lactic Acid Microorganisms*,+80,000,000 CFU/lb min,2 - 4,¼ - ½,5 - 8,½ - ¾,9 - 12,¾ - 1,13 - 16,1 - 1¼,17 - 20,1¼ - 1½,21 - 25,1½ - 1¾","
        Wellness CORE Grain-Free Wild Game Duck, Turkey, Boar & Rabbit Recipe Dry Dog Food","
                        $66.98",/assets/img/ratings/rating-4_8.png,136,26-lb bag
"
            By Hill's Prescription Diet","Dog,Food","Crude Protein,2.5% min,Crude Fat,3.5% min,Crude Fiber,2.0% max,5 lb (2,3 kg),5/8 can ,10 lb (4,5 kg),1 can ,15 lb (6,8 kg),1 1/2 can ,20 lb (9,1 kg),1 3/4 can ,30 lb (14 kg),2 1/3 can ,40 lb (18 kg),3 can ,50 lb (23 kg),3 1/2 cans ,60 lb (27 kg),4 cans ","
        Hill's Prescription Diet k/d Kidney Care Beef & Vegetable Stew Canned Dog Food","
                        $35.99",/assets/img/ratings/rating-4_7.png,145,"12.5-oz, case of 12"
"
            By Zignature","Dog,Food","Crude Protein,32.0% min,Crude Fat,16.0% min,Crude Fiber,5.0% max,Moisture,10.0% max,Omega 3 Fatty Acids,1.0% min,Omega 6 Fatty Acids,5.0% min,10 lbs or less,1/4 - 3/4,10-20 lbs,3/4 - 1 1/5,20-30 lbs,1 1/5 - 1 2/5,30-40 lbs,1 2/5 - 2,40-60 lbs,2 - 2 2/5,60-80 lbs,2 2/5 - 2 4/5,80-100 lbs,2 4/5 - 3","
        Zignature Zssential Multi-Protein Formula Grain-Free Dry Dog Food","
                        $54.99",/assets/img/ratings/rating-4_7.png,137,27-lb bag
"
            By Rachael Ray Nutrish","Dog,Food","Crude Protein,26.0% min,Crude Fat,14.0% min,Crude Fiber,5.0% max,Moisture,10.0% max,Linoleic Acid (Omega 6 Fatty Acid),1.5% min,Calcium,1.1% min,Phosphorus,0.9% min,Zinc,250 mg/kg min,Vitamin E,225 IU/kg min,Ascorbic Acid (Vitamin C),55 mg/kg min,Alpha-Linolenic Acid (Omega 3 Fatty Acid),0.2% min,Docosahexaenoic Acid (DHA),0.2% min","
        Rachael Ray Nutrish Zero Grain Natural Salmon & Sweet Potato Recipe Grain-Free Dry Dog Food","
                        $41.98",/assets/img/ratings/rating-4_7.png,96,23-lb bag
"
            By American Journey","Dog,Food","Crude Protein,30.0% min,Crude Fat,12% min,Crude Fiber,5.0% max,Moisture,10.0% max,Docosahexaenoic Acid (DHA),0.1% min,Calcium,1.2% min,Phosphorus,1.0% min,Zinc,140 mg/kg min,Selenium,0.35 mg/kg min,Vitamin E,150 IU/kg min,Omega 6 Fatty Acids,2.0% min,Omega 3 Fatty Acids,0.6% min,Glucosamine,600 mg/kg min,Chondroitin Sulfate,500 mg/kg min,3 lbs,3/4,1/2,5 lbs,1,3/4,10 lbs,1 3/4,1 1/4,15 lbs,2 1/2,1 2/3,20 lbs,3,2 1/4,30 lbs,4 1/4,3,40 lbs,5 1/4,3 3/4,50 lbs,6,4 1/2,60 lbs,7,5,70 lbs,7 3/4,5 3/4,80 lbs,8 2/3,6 1/3","
        American Journey Lamb & Sweet Potato Recipe Grain-Free Puppy Dry Dog Food","
                        $39.99",/assets/img/ratings/rating-4_5.png,87,24-lb bag
"
            By Merrick","Dog,Food","Crude Protein,38.0% min,Crude Fat,17.0% min,Crude Fiber,3.5% max,Moisture,11.0% max,Omega 6 Fatty Acid,4.5% min,Omega 3 Fatty Acid,0.4% min,Glucosamine Hydrochloride,1,200 mg/kg min,Chondroitin Sulfate,1,200 mg/kg min,3 lbs,1/3,6 lbs,1/2,10 lbs,3/4,15 lbs,1,20 lbs,1 1/3,30 lbs,1 3/4,40 lbs,2,50 lbs,2 1/2,60 lbs,3,70 lbs,3 1/2,80 lbs,3 3/4,90 lbs,4,100 lbs,4 1/3","
        Merrick Grain-Free Real Duck + Sweet Potato Recipe Dry Dog Food","
                        $59.46",/assets/img/ratings/rating-4_8.png,205,25-lb bag
"
            By ACANA","Dog,Food","Crude Protein,27.0% min,Crude Fat,17.0% min,Crude Fiber,6.0% max,Moisture,12.0% max,Calcium,1.1% min,Phosphorus,0.8% min,Omega 6 Fatty Acids,2.2% min,Omega 3 Fatty Acids,0.8% min,Docosahexaenoic Acid (DHA),0.15% min,Eicosapentaenoic Acid (EPA),0.1% min,Glucosamine,1,200 mg/kg min,Chondroitin Sulfate,1,200 mg/kg min,4 lbs,1/3,1/2,11 lbs,2/3,1,22 lbs,1,1 1/2,44 lbs,1 2/3,2 1/2,66 lbs,2 1/3,3 1/2,88 lbs,3,4 1/4,110 lbs,3 1/3,5,132 lbs,4,5 3/4","
        ACANA Duck & Pear Singles Formula Grain-Free Dry Dog Food","
                        $73.99",/assets/img/ratings/rating-4_7.png,286,25-lb bag
"
            By Purina ONE","Dog,Food","Crude Protein,28.0% min,Crude Fat,12.0% min,Crude Fiber,4.5% max,Moisture,12.0% max,Linoleic Acid,1.3% min,Calcium,1.0% min,Phosphorus,0.8% min,Zinc,150 ppm min,Selenium,0.35 ppm min,Vitamin A,14,000 IU/kg min,Vitamin E,460 IU/kg min,Ascorbic Acid (Vitamin C),70 mg/kg min,Glucosamine,400 ppm min,Omega 6 Fatty Acids,1.5% min","
        Purina ONE SmartBlend Vibrant Maturity 7+ Formula Adult Premium Dry Dog Food","
                        $31.25",/assets/img/ratings/rating-4_8.png,90,31.1-lb bag
"
            By Wellness","Dog,Food","Crude Protein,22.0% min,Crude Fat,12.0% min,Crude Fiber,4.5% max,Moisture,10.0% max,Calcium,1.2% min,Phosphorus,1.0% min,Vitamin A,25,000 IU/kg min,Vitamin E,200 IU/kg min,Omega 6 Fatty Acids,3.0% min,Omega 3 Fatty Acids,1.5% min,Taurine,0.09% min,3 - 17 lbs,? - 1,18 - 23 lbs,1 ¼ - 1 ½,24 - 45 lbs,1 ½ - 2 ½,46 - 65 lbs,2 ½ - 3 ?,66 - 85 lbs,3 ? - 4,86 - 105 lbs,4 - 4 ¾,106 - 125 lbs,4 ¾ - 5 ?,Dogs over 125 lbs,Add 1/4 cup per additional 10 lbs","
        Wellness Complete Health Adult Whitefish & Sweet Potato Recipe Dry Dog Food","
                        $52.98",/assets/img/ratings/rating-4_8.png,153,30-lb bag
"
            By Hill's Science Diet","Dog,Food","Crude Protein,20.0% min,Crude Fat,7.0% min,Crude Fiber,14.0% max,Vitamin C,85 mg/kg min,Vitamin E,400 IU/kg min,Carnitine,200 ppm min","
        Hill's Science Diet Adult Large Breed Light Dry Dog Food","
                        $43.45",/assets/img/ratings/rating-4_8.png,61,33-lb bag
"
            By Wellness","Dog,Food","Crude Protein,26.0% min,Crude Fat,12.0% min,Crude Fiber,5.5% max,Moisture,11.0% max,Omega 6 Fatty Acids,2.8% min,Omega 3 Fatty Acids,1.0% min,Total Lactic Acid Microorganisms,20,000,000 CFU/lb min,3 - 17 lbs,1/3 - 1,18 - 23 lbs,1 1/4 - 1 1/2,24 - 45 lbs,1 1/2 - 2 1/3,46 - 65 lbs,2 1/2 - 3 1/4,66 - 85 lbs,3 1/4 - 3 3/4,86 - 105 lbs,4 - 4 2/3,106 - 125 lbs,4 2/3 - 5 1/4,For dogs over 125 lbs,Add 1/4 cup per additional 10 lbs","
        Wellness Simple Limited Ingredient Diet Grain-Free Turkey & Potato Formula Dry Dog Food","
                        $54.98",/assets/img/ratings/rating-4_7.png,150,26-lb bag
"
            By Merrick","Dog,Food","Crude Protein,38.0% min,Crude Fat,17.0% min,Crude Fiber,3.5% max,Moisture,11.0% max,Omega 6 Fatty Acid,4.0% min,Omega 3 Fatty Acid,0.4% min,Glucosamine Hydrochloride,1,200 mg/kg min,Chondroitin Sulfate,1,200 mg/kg min,3 lbs,1/3,6 lbs,1/2,10 lbs,3/4,15 lbs,1,20 lbs,1 1/3,30 lbs,1 3/4,40 lbs,2,50 lbs,2 1/2,60 lbs,3,70 lbs,3 1/2,80 lbs,3 3/4,90 lbs,4,100 lbs,4 1/3","
        Merrick Grain-Free Real Buffalo + Sweet Potato Recipe Dry Dog Food","
                        $61.56",/assets/img/ratings/rating-4_7.png,227,25-lb bag
"
            By Hill's Science Diet","Dog,Food","Crude Protein,4.0% min,Crude Fat,2.5% min,Crude Fiber,1.5% max","
        Hill's Science Diet Adult 7+ Beef & Barley Entree Canned Dog Food","
                        $18.85",/assets/img/ratings/rating-4_8.png,71,"13-oz, case of 12"
"
            By Instinct","Dog,Food","Crude Protein,37.0% min,Crude Fat,20.0% min,Crude Fiber,3.0% max,Moisture,10.0% max,Vitamin E,100 IU/kg min,Ascorbic Acid (Vitamin C)*,85 mg/kg min,Omega 3 Fatty Acids*,0.3% min,Omega 6 Fatty Acids*,2.6% min,Bacillus coagulans*,60,000,000 CFU/lb min,5 - 15 lbs,1/2 - 1,1/4 - 1/2,16 - 25 lbs,1 - 1 1/4,1/2 - 3/4,26 - 50 lbs,1 1/4 - 2 1/4,3/4 - 1 1/2,51 - 75 lbs,2 1/4 - 3 1/4,1 1/2 - 2,76 - 100 lbs,3 1/4 - 4,2 - 2 1/2","
        Instinct by Nature's Variety Original Grain-Free Recipe with Real Chicken Dry Dog Food","
                        $59.99",/assets/img/ratings/rating-4_6.png,145,22.5-lb bag
"
            By Wellness","Dog,Food","Crude Protein,34.0% min,Crude Fat,12.0% min,Crude Fiber,6.0% max,Moisture,10.0% max,Calcium,2.0% max,Phosphorus,1.15% max,Vitamin E,400 IU/kg,Omega-6 Fatty Acids*,3.25% min,Omega-3 Fatty Acids*,1.0% min,Glucosamine*,750 mg/kg min,Chondroitin Sulfate*,250 mg/kg min,Beta-Carotene*,5 mg/kg min,Total Lactic Acid Microorganisms*,+80,000,000 CFU/lb min,50 - 60,3 - 3 2/3,61 - 70,3 2/3 - 4,71 - 80,4 - 4 1/2,81 - 90,4 1/2 - 5,91 - 100,5 - 5 1/3,101 - 110,5 1/3 - 5 2/3,111 - 120,5 2/3 - 6 ,121 - 140,6 - 6 3/4,141 - 160,6 3/4 - 7 1/2,161 - 180,7 1/2 - 7 3/4","
        Wellness CORE Grain-Free Large Breed Chicken & Turkey Recipe Recipe Recipe Dry Dog Food","
                        $63.28",/assets/img/ratings/rating-4_8.png,76,26-lb bag
"
            By Royal Canin","Dog,Food","Crude Protein,24.0% min,Crude Fat,18.0% min,Crude Fiber,4.1% max,Moisture,10.0% max,Eicosapentaenoic Acid (EPA),0.2% min,Docosahexaenoic Acid (DHA),0.08% min,Taurine,0.18% min,L-Carnitine,580 mg/kg min,Glucosamine,760 mg/kg min,Chondroitin Sulfate,75 mg/kg min,52.9 lbs,3 7/8,4 1/2,57.3 lbs,4 1/8,4 3/4,61.7 lbs,4 3/8,5,66.1 lbs,4 1/2,5 1/4,70.5 lbs,4 3/4,5 1/2,75 lbs,5,5 3/4","
        Royal Canin Boxer Adult Dry Dog Food","
                        $56.09",/assets/img/ratings/rating-4_9.png,123,30-lb bag
"
            By Blue Buffalo","Dog,Food","Crude Protein,20.0% min,Crude Fat,8.0% min,Crude Fiber,10.0% max,Moisture,10.0% max,Calcium,0.9% min,Phosphorus,0.7% min,Omega 3 Fatty Acids,0.5% min,Omega 6 Fatty Acids,1.5% min,L-Carnitine,150 mg/kg min,Glucosamine,400 mg/kg min,Up to 15 lbs,1/4 - 1,1/2 - 1 1/2,16 - 25 lbs,1 - 1 1/2,1 1/2 - 2,26 - 40 lbs,1 1/2 - 2 1/4,2 - 2 3/4,41 - 60 lbs,2 1/4 - 3,2 3/4 - 4,61 - 80 lbs,3 - 3 3/4,4 - 4 3/4,81 - 100 lbs,3 3/4 - 4 1/4,4 3/4 - 5 3/4,100+ lbs,4 1/4 + 1/2 per 20 lbs,5 3/4 + 1/2 per 20 lbs","
        Blue Buffalo Freedom Adult Healthy Weight Chicken Recipe Grain-Free Dry Dog Food","
                        $47.99",/assets/img/ratings/rating-4_8.png,74,24-lb bag
"
            By Nutro","Dog,Food","Crude Protein,26.0% min,Crude Fat,15.0% min,Crude Fiber,3.0% max,Moisture,10.0% max,Eicosapentaenoic Acid,0.05% min,Docosahexaenoic Acid,0.05% min,Calcium,1.20% min,Calcium,1.70% max,Phosphorus,1.0% min,Phosphorus,1.60% max,Chondroitin Sulfate,350 mg/kg min,Glucosamine,150 mg/kg min,Omega-3 Fatty Acids,0.2% min,Omega-6 Fatty Acids,2.0% min,Up to 10 lbs,1 3/4 - 2,1 1/2 - 1 3/4,–,–,–,20 lbs,3 - 3 1/4,2 1/2 -3,2 - 2 1/2,–,–,30 lbs,4 - 4 1/3,3 1/3 - 4,2 3/4 - 3 1/3,2 2/3 - 2 3/4,–,40 lbs,5 - 5 1/2,4 - 5,3 1/2 - 4,3 1/4 - 3 1/2,–,60 lbs,–,5 1/2 - 6 2/3,4 3/4 - 5 1/2,4 1/2 - 4 3/4,3 2/3,80 lbs,–,7 - 8 1/4,6 - 7,5 1/2 - 6,4 2/3,100 lbs,–,–,7 - 8 1/4,6 1/2 - 7,5 1/2,120 lbs,–,–,8 - 9 1/3,7 1/2 - 8,6 1/4,140 lbs,–,–,9 - 10 1/2,8 1/3 - 9,7,160 lbs,–,–,–,9 1/3 - 10,7 3/4,180 lbs,–,–,–,10 1/4 - 11,8 1/2,200 lbs,–,–,–,–,9 1/4","
        Nutro Wholesome Essentials Large Breed Puppy Farm Raised Chicken, Brown Rice & Sweet Potato Recipe Dry Dog Food","
                        $44.99",/assets/img/ratings/rating-4_7.png,60,30-lb bag
"
            By Natural Balance","Dog,Food","Crude Protein,21.0% min,Crude Fat,10.0% min,Crude Fiber,5.0% max,Moisture,10.0% max,Calcium,1.0% min,Phosphorus,0.8% min,Docosahexaenoic Acid (DHA),0.01% min,Omega 6 Fatty Acids,2.5% min,Omega 3 Fatty Acids,0.5% min,Up to 10 lbs,up to 1,10 - 20 lbs,1 - 1 1/2,20 - 30 lbs,1 1/2 - 2,30 - 40 lbs,2 - 2 1/2","
        Natural Balance L.I.D. Limited Ingredient Diets Chicken & Sweet Potato Formula Small Breed Bites Grain-Free Dry Dog Food","
                        $31.31",/assets/img/ratings/rating-4_8.png,117,12-lb bag
"
            By Victor","Dog,Food","Crude Protein,33.0% min,Crude Fat,16.0% min,Crude Fiber,3.8% max,Moisture,9.0% max,Omega 6 Fatty Acids,2.8% min,Zinc,150 mg/kg min,Selenium,0.4 mg/kg min,Vitamin E,150 IU/kg min,Omega 3 Fatty Acids,0.4% min,L-Carnitine,50 mg/kg min,DHA,0.1% min,10 lbs,3/4,20 lbs,1 1/2,30 lbs,2,40 lbs,2 1/2,60 lbs,3 1/4,80 lbs,4,100 lbs,4 1/2","
        Victor Active Dog & Puppy Formula Grain-Free Dry Dog Food","
                        $53.00",/assets/img/ratings/rating-4_7.png,119,30-lb bag
"
            By Diamond","Dog,Food","Crude Protein,27.0% min,Crude Fat,15.0% min,Crude Fiber,4.0% max,Moisture,10.0% max,DHA (Docosahexaenoic Acid),0.05% min,Calcium,1.2% min,Phosphorus,1.0% min,Zinc,150 mg/kg min,Selenium,0.35 mg/kg min,Vitamin E,150 IU/kg min,L-Carnitine,30 mg/kg min,Omega 6 Fatty Acids,2.0% min,Omega 3 Fatty Acids,0.3% min,Total Microorganisms,1,000,000 CFU/lb min","
        Diamond Naturals Large Breed Puppy Formula Dry Dog Food","
                        $44.99",/assets/img/ratings/rating-4_6.png,113,40-lb bag
"
            By Diamond","Dog,Food","Crude Protein,23.0% min,Crude Fat,14.0% min,Crude Fiber,4.0% max,Moisture,10.0% max,Zinc,150 mg/kg min,Selenium,0.35 mg/kg min,Vitamin E,150 IU/kg min,Omega 6 Fatty Acids,2.2% min,Omega 3 Fatty Acids,0.4% min,Total Microorganisms,1,000,000 CFU/lb min","
        Diamond Naturals Lamb Meal & Rice Formula Adult Dry Dog Food","
                        $36.99",/assets/img/ratings/rating-4_7.png,140,40-lb bag
"
            By Hill's Prescription Diet","Dog,Food","Crude Protein,12.0% min,Crude Fat,18.0% min,Crude Fiber,5.0% max,Calcium,0.4% min,Phosphorus,0.15% min,Phosphorus,0.5% max,Sodium,0.3% max,5 lb (2,3 kg),1/2 cup ,10 lb (4,5 kg),7/8 cup ,15 lb (6,8 kg),1 1/8 cup ,20 lb (9,1 kg),1 1/2 cup ,30 lb (14 kg),2 cup ,40 lb (18 kg),2 1/2 cup ,50 lb (23 kg),3 cup ,60 lb (27 kg),3 1/3 cup ","
        Hill's Prescription Diet k/d Kidney Care with Chicken Dry Dog Food","
                        $88.99",/assets/img/ratings/rating-4_7.png,268,27.5-lb bag
"
            By Hill's Prescription Diet","Dog,Food","Crude Protein,17.0% min,Crude Fat,11.0% min,Crude Fiber,12.0% max,Omega 3 Fatty Acids,2.0% min,Carnitine,200 ppm min","
        Hill's Prescription Diet j/d Joint Care Chicken Flavor Dry Dog Food","
                        $85.99",/assets/img/ratings/rating-4_8.png,111,27.5-lb bag
"
            By Stella & Chewy's","Dog,Food","Crude Protein,44.0% min,Crude Fat,35.0% min,Crude Fiber,4.0% max,Moisture,5.0% max,Microorganisms,10,000,000 CFU/oz min,Crude Protein,15.0% min,Crude Fat,12.0% min,Crude Fiber,2.0% max,Moisture,68.0% max","
        Stella & Chewy's Stella's Super Beef Meal Mixers Grain-Free Freeze-Dried Dog Food","
                        $35.99",/assets/img/ratings/rating-4_8.png,175,18-oz bag
"
            By Iams","Dog,Food","Crude Protein,25.0% min,Crude Fat,12.0% min,Crude Fat,14.5% max,Crude Fiber,6.0% max,Moisture,10.0% max,Docosahexaenoic Acid,0.04% min,Calcium,0.95 % min,Phosphorus,0.75 % min,Vitamin E,150 IU/kg min,Beta-Carotene,12 mg/kg min,L-Carnitine,60 mg/kg min,Omega-6 Fatty Acids,1.67% min,Omega-3 Fatty Acids,0.25% min,Glucosamine,350 mg/kg min,Chondroitin Sulfate,35 mg/kg min,50 pounds,2 3/4 – 3 cups,60 pounds,3 – 3 1/2 cups,70 pounds,3 1/4 – 3 3/4 cups,80 pounds,3 1/2 – 4 1/4 cups,100 pounds,4 1/4 – 4 3/4 cups,120 pounds,4 3/4 – 5 1/2 cups","
        Iams ProActive Health Senior Plus Large Breed Dry Dog Food","
                        $28.96",/assets/img/ratings/rating-4_8.png,89,26.2-lb bag
"
            By Hill's Science Diet","Dog,Food","Crude Protein,21.0% min,Crude Fat,12.5% min,Crude Fiber,3.0% max,Vitamin C,85 mg/kg min,Vitamin E,400 IU/kg min,Omega 6 Fatty Acids,2.5% min","
        Hill's Science Diet Adult Advanced Fitness Chicken & Barley Recipe Dry Dog Food","
                        $40.99",/assets/img/ratings/rating-4_8.png,83,35-lb bag
"
            By American Journey","Dog,Food","Crude Protein,30.0% min,Crude Fat,12.0% min,Crude Fiber,5.0% max,Moisture,10.0% max,Docosahexaenoic Acid (DHA),0.1% min,Calcium,1.2% min,Phosphorus,1.0% min,Zinc,140 mg/kg min,Selenium,0.35 mg/kg min,Vitamin E,150 IU/kg min,Omega 6 Fatty Acids,2.5% min,Omega 3 Fatty Acids,0.7% min,Glucosamine,600 mg/kg min,Chondroitin Sulfate,500 mg/kg min,10 lbs,3/4,15 lbs,1 1/4,20 lbs,1 1/3,30 lbs,1 3/4,40 lbs,2 1/3,50 lbs,2 3/4,60 lbs,3 1/4,70 lbs,3 1/2,80 lbs,4,90 lbs,4 1/4,100 lbs,4 2/3","
        American Journey Large Breed Chicken & Sweet Potato Recipe Grain-Free Dry Dog Food","
                        $39.99",/assets/img/ratings/rating-4_7.png,132,24-lb bag
"
            By Nutro","Dog,Food","Crude Protein,22.0% min,Crude Fat,14.0% min,Crude Fiber,3.5% max,Moisture,10.0% max,Selenium,0.35 mg/kg min ,Vitamin E ,60 IU/kg min,Omega-3 Fatty Acids,0.2% min,Omega-6 Fatty Acids,2.0% min,15 lbs,1 1/4,1 1/2,1 2/3,25 lbs,2,2 1/4,2 1/2,35 lbs,2 1/2,2 3/4,3 1/4,45 lbs,3,3 1/3,3 3/4,55 lbs,3 1/3,4,4 1/2,65 lbs,3 3/4,4 1/2,5","
        Nutro Wholesome Essentials  Adult Farm Raised Chicken, Brown Rice & Sweet Potato Recipe Dry Dog Food","
                        $44.99",/assets/img/ratings/rating-4_8.png,106,30-lb bag
"
            By Iams","Dog,Food","Crude Protein,25.0% min,Crude Fat,14.0% min,Crude Fiber,4.0% max,Moisture,10.0% max,Calcium,1.1% min,Phosphorus,0.8% min,Zinc,150 mg/kg min,Omega-6 Fatty Acids,1.62% min,Omega-3 Fatty Acids,0.21% min,3 pounds,1/3 cup,10 pounds,3/4 - 1 cup,20 pounds,1 1/3 - 1 1/2 cups,30 pounds,1 3/4 - 2 cups,40 pounds,2 1/4 - 2 2/3 cups,60 pounds,3 3/4 - 4 1/3 cups,80 pounds,3 3/4 - 4 1/3 cups,100 pounds,4 1/2 - 5 1/4 cups","
        Iams Healthy Naturals Chicken & Barley Recipe Adult Dry Dog Food","
                        $27.99",/assets/img/ratings/rating-4_7.png,72,25.6-lb bag
"
            By Blue Buffalo","Dog,Food","Crude Protein,24.0% min,Crude Fat,14.0% min,Crude Fiber,6.0% max,Moisture,10.0% max,Calcium,0.9% min,Phosphorus,0.7% min,Omega 3 Fatty Acids,0.5% min,Omega 6 Fatty Acids,2.25% min,Glucosamine,400 mg/kg min,Up to 15 lbs,1/2 - 1 1/4,16 - 25 lbs,1 1/4 - 1 3/4,26 - 40 lbs,1 3/4 - 2 1/2,41 - 60 lbs,2 1/2 - 3 1/2,61 - 80 lbs,3 1/2 - 4 1/4,81 - 100 lbs,4 1/4 - 5,100+ lbs,5 + 1/2 per 20 lbs","
        Blue Buffalo Freedom Adult Beef Recipe Grain-Free Dry Dog Food","
                        $49.99",/assets/img/ratings/rating-4_7.png,99,24-lb bag
"
            By Purina Pro Plan","Dog,Food","Crude Protein,28.0% min,Crude Fat,18.0% min,Crude Fiber,3.0% max,Moisture,12.0% max,Linoleic Acid,1.6% min,Calcium,1.1% min,Phosphorus,0.8% min,Vitamin A,15,000 IU/kg min,Vitamin E,100 IU/kg min,Docosahexaenoic Acid (DHA),0.05% min","
        Purina Pro Plan Focus Puppy Chicken & Rice Formula Dry Dog Food","
                        $41.98",/assets/img/ratings/rating-4_7.png,124,34-lb bag
"
            By Purina ONE","Dog,Food","Crude Protein,28.0% min,Crude Fat,13.0% min,Crude Fiber,6.0% max,Moisture,12.0% max,Linoleic Acid,1.6% min,Calcium,1.1% min,Phosphorus,0.8% min,Zinc,150 ppm min,Selenium,0.35 ppm min,Vitamin A,15,000 IU/kg min,Vitamin E,250 IU/kg min,Docosahexaenoic Acid (DHA),0.05% min,Glucosamine,400 ppm min,Omega 6 Fatty Acids,1.8% min","
        Purina ONE SmartBlend Large Breed Puppy Formula Puppy Premium Dry Dog Food","
                        $32.52",/assets/img/ratings/rating-4_7.png,62,31.1-lb bag
"
            By Hill's Prescription Diet","Dog,Food","Crude Protein,2.5% min,Crude Fat,3.5% min,Crude Fiber,2.0% max,5 lb (2,3 kg),5/8 can ,10 lb (4,5 kg),1 can ,15 lb (6,8 kg),1 1/2 can ,20 lb (9,1 kg),1 3/4 can ,30 lb (14 kg),2 1/3 can ,40 lb (18 kg),3 can ,50 lb (23 kg),3 1/2 cans ,60 lb (27 kg),4 cans ","
        Hill's Prescription Diet k/d Kidney Care Chicken & Vegetable Stew Canned Dog Food","
                        $35.99",/assets/img/ratings/rating-4_5.png,153,"12.5-oz, case of 12"
"
            By CANIDAE","Dog,Food","Crude Protein ,25.0% min,Crude Fat ,15.0% min,Crude Fiber ,4.0% max,Moisture ,10.0% max,Linoleic Acid (Omega 6),3.25% min,Vitamin E,50 IU/kg min,Alpha Linolenic Acid (Omega 3),0.4% min,Lactobacillus Acidophilus,100,000,000 CFU/lb min,Cellulase,100 CMCU/kg min,2-10 lbs,1/2 - 3/4,1/4 - 1/2,10-25 lbs,3/4 - 1,1/2 - 3/4,25-50 lbs,1 - 2,3/4 - 1,50-75 lbs,2 - 3,1 - 1 1/2,75-100 lbs,3 - 4,1 1/2 - 2 1/2,100-125 lbs,4 - 4 3/4,2 1/2 - 3,125-150 lbs,4 3/4 - 5 1/2,3 - 3 1/2","
        CANIDAE Grain-Free PURE Land with Bison Dry Dog Food","
                        $59.84",/assets/img/ratings/rating-4_7.png,171,24-lb bag
"
            By Tylee's","Dog,Food","Crude Protein,12.0% min,Crude Fat,10.0% min,Crude Fiber,1.6% max,Moisture,71.0% max,5-10 lbs,2/3 - 1 cups,10-20 lbs,1 - 1 3/4 cups,20-30 lbs,1 3/4 - 2 1/4 cups,30-40 lbs,2 1/4 - 3 cups,40-50 lbs,3 - 3 1/4 cups,50-60 lbs,3 1/4 – 3 3/4 cups,60+ lbs,Add 1/3 - 1/2 cups for additional 10 lbs,Days 1-3,75%,25%,Days 4-6,50%,50%,Days 7-9,25%,75%,Day 10,0%,100%","
        Tylee's Chicken Recipe Human-Grade Dog Food","
                        $29.99",/assets/img/ratings/rating-4_2.png,158,96-oz bag
